imdb_id,work_name,work_name_en,release_date,archive_identifier,archive_title,license_url,subtitle_file,download_url
tt0030021,Crackerjack,Crackerjack,1938-01-01,Crackerjack_201810,Crackerjack,http://creativecommons.org/publicdomain/mark/1.0/,subtitle_output/internet_archive/tt0030021_Crackerjack.asr.srt,https://archive.org/download/Crackerjack_201810/Crackerjack.asr.srt
